xvar,est,lb,hb
5.4,0.9802067607862051,0.9793498143100432,0.9810643820966358
5.45,0.9811567610755819,0.9803406742743604,0.9819734592039083
5.5,0.982109898973736,0.9813348219191234,0.9828855268369615
5.55,0.9830661650030735,0.9823322499118797,0.9838005733946297
5.6,0.9840255496521888,0.9833329508230942,0.9847185873058809
5.65,0.9849880433754735,0.9843369171262512,0.9856395570289246
5.7,0.9859536365927447,0.9853441411979752,0.9865634710503086
5.75,0.9869223196888577,0.986354615318151,0.9874903178840114
5.8,0.9878940830133268,0.987368331670057,0.9884200860705347
5.85,0.9888689168799538,0.9883852823404978,0.9893527641759843
5.9,0.9898468115664437,0.9894054593199489,0.9902883407911529
5.95,0.9908277573140346,0.9904288545027062,0.9912268045306031
6.0,0.9918117443271186,0.9914554596870342,0.9921681440317345
6.05,0.9927987627728728,0.9924852665753268,0.9931123479538687
6.1,0.9937888027808844,0.9935182667742662,0.9940594049773117
6.15,0.9947818544427791,0.9945544517949912,0.9950093038024338
6.2,0.9957779078118542,0.9955938130532607,0.9959620331487348
6.25,0.9967769529027064,0.9966363418696275,0.9969175817539166
6.3,0.9977789796908685,0.9976820294696105,0.9978759383729554
6.35,0.9987839781124379,0.9987308669838709,0.9988370917771691
6.4,0.9997919380637169,0.9997828454483889,0.9998010307532909
6.45,1.0008028494008476,1.000767744102539,1.0008379558046405
6.5,1.001816701939438,1.0017372206397122,1.0018961888997848
6.55,1.002833485454217,1.00270944919222,1.0029575354868279
6.6,1.0038531896786824,1.0036844185992038,1.0040219862248356
6.65,1.0048758043047035,1.0046621177106045,1.0050895316790616
6.7,1.0059013189821953,1.0056425353862357,1.006160162321197
6.75,1.006929723318752,1.0066256604948913,1.0072338685295013
6.8,1.0079610068793161,1.0076114819134012,1.0083106405889886
6.85,1.008995159185757,1.0085999885257524,1.0093904686916326
6.9,1.0100321697166141,1.009591169222181,1.0104733429365362
6.95,1.01107202790665,1.0105850128982583,1.0115592533300848
7.0,1.0121147231465775,1.0115815084540036,1.0126481897861586
7.05,1.013160244782668,1.0125806447929981,1.0137401421262904
7.1,1.0142085821163982,1.0135824108214664,1.0148351000798612
7.15,1.015259724404151,1.0145867954474332,1.0159330532842203
7.2,1.0163136608568186,1.015593787579836,1.01703399128493
7.25,1.0173703806394783,1.016603376127612,1.0181379035358766
7.3,1.0184298728710672,1.0176155499988828,1.0192447793994621
7.35,1.0194921266240244,1.0186302981000446,1.0203546081467705
7.4,1.0205571309239332,1.0196476093349365,1.021467378957716
7.45,1.021624874749225,1.020667472603969,1.022583080921247
7.5,1.022695347030824,1.0216898768033023,1.0237017030354219
7.55,1.0237685366517995,1.0227148108239588,1.0248232342076682
7.6,1.024844432447028,1.023742263551022,1.0259476632548434
7.65,1.0259230232029033,1.0247722238627777,1.0270749789034577
7.7,1.0270042976569629,1.0258046806299053,1.0282051697897718
7.75,1.0280882444975625,1.0268396227146395,1.0293382244599778
7.8,1.0291748523635698,1.0278770389699725,1.0304741313703303
7.85,1.0302641098440284,1.0289169182388263,1.031612878887277
7.9,1.0313560054778104,1.0299592493532383,1.032754455287628
7.95,1.0324505277533433,1.0310040211336098,1.033898848758639
8.0,1.0335476651082192,1.0320512223878453,1.0350460473982206
8.05,1.0346474059289335,1.0331008419106054,1.036196039214994
8.1,1.0357497385505299,1.034152868482528,1.0373488121284669
8.15,1.0368546512563237,1.035207290869421,1.0385043539691416
8.2,1.037962132277511,1.0362640978215105,1.039662652478658
8.25,1.0390721697929313,1.0373232780726915,1.0408236953098773
8.3,1.0401847519287308,1.038384820339724,1.0419874700270386
8.35,1.0412998667580098,1.0394487133215187,1.0431539641058662
8.4,1.0424175023005684,1.0405149456983662,1.0443231649336469
8.45,1.043537646522564,1.041583506131213,1.0454950598094066
8.5,1.0446602873362325,1.0426543832609025,1.0466696359439631
8.55,1.0457854125995374,1.0437275657074523,1.0478468804600778
8.6,1.0469130101159188,1.0448030420693237,1.049026780392527
8.65,1.0480430676339554,1.0458808009227125,1.0502093226882172
8.7,1.0491755728470669,1.046960830820827,1.0513944942062858
8.75,1.050310513393241,1.048043120293171,1.0525822817182084
8.8,1.0514478768547044,1.049127657844854,1.053772671907881
8.85,1.052587650757638,1.0502144319558644,1.05496565137173
8.9,1.0537298225719045,1.0513034310803993,1.0561612066188124
8.95,1.0548743797107047,1.0523946436461684,1.057359324070873
9.0,1.0560213095303475,1.053488058053726,1.0585599900624811
9.05,1.0571705993299272,1.0545836626757568,1.0597631908410794
9.1,1.0583222363510252,1.055681445856419,1.0609689125671138
9.15,1.0594762077774473,1.0567813959106784,1.0621771413140642
9.2,1.060632500734957,1.057883501123662,1.0633878630685925
9.25,1.0617911022909323,1.0589877497499482,1.0646010637305943
9.3,1.0629519994541528,1.0600941300129585,1.0658167291132743
9.35,1.0641151791744698,1.0612026301042858,1.067034844943243
9.4,1.0652806283425664,1.062313238183061,1.068255396860613
9.45,1.066448333789653,1.0634259423752923,1.06947837041905
